kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.04773.1.5： 湅治銅e(ek)錫。
kyomeishusei2015.04773.1.6： 自主f(un)文。
kyomeishusei2015.04774.1.1： 大富a(ɑŋ)昌。
kyomeishusei2015.04774.1.2： 長冝子b(uən)孫。
kyomeishusei2015.04775.1.1： 五月五日丙午日。
kyomeishusei2015.04776.1.1： 冝子孫。
kyomeishusei2015.04777.1.1： 張氏作a(iaŋ)鏡。
kyomeishusei2015.04777.1.2： 四夷b(uk)服。
kyomeishusei2015.04777.1.3： 多賀國c(a)家。
kyomeishusei2015.04777.1.4： 人民d(ik)息。
kyomeishusei2015.04777.1.5： 風雨時e(et)節。
kyomeishusei2015.04777.1.6： 五穀b(uk)熟。
kyomeishusei2015.04777.1.7： 與天相f(ou)保。
kyomeishusei2015.04777.1.8： 無究d(ik)極。
kyomeishusei2015.04777.1.9： 爲吏高h(ian)遷。
kyomeishusei2015.04777.1.10： 胃至公i(iɑŋ)卿。
kyomeishusei2015.04777.1.11： 惠子j(uən)孫。
kyomeishusei2015.04778.1.1： 尚方作a(iaŋ)竟。
kyomeishusei2015.04778.1.2： 四夷b(uk)服。
kyomeishusei2015.04778.1.3： 多賀君c(a)家。
kyomeishusei2015.04778.1.4： 人民d(ik)息。
kyomeishusei2015.04778.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04778.1.6： 天下b(uk)復。
kyomeishusei2015.04778.1.7： 風f(uɑ)雨。
kyomeishusei2015.04779.1.1： 袁氏作a(iaŋ)竟。
kyomeishusei2015.04779.1.2： 自有b(iə)意。
kyomeishusei2015.04779.1.3： 上有□c(in)人。
kyomeishusei2015.04779.1.4： 不d(ou)老。
kyomeishusei2015.04779.1.5： 東王e(uɑ)父。
kyomeishusei2015.04779.1.6： 西王f(o)母。
kyomeishusei2015.04779.1.7： 山人b(iə)子。
kyomeishusei2015.04779.1.8： 赤松b(iə)子。
kyomeishusei2015.04780.1.1： 内而a(ɑŋ)光。
kyomeishusei2015.04780.1.2： 明而b(ieŋ)淸。
kyomeishusei2015.04780.1.3： 湅石c(ua)華。
kyomeishusei2015.04780.1.4： 下之b(ieŋ)靑。
kyomeishusei2015.04780.1.5： 見乃d(ə)已。
kyomeishusei2015.04780.1.6： 知人□。
kyomeishusei2015.04780.1.7： 心志□。
kyomeishusei2015.04781.1.1： 昭見容a(au)貌。
kyomeishusei2015.04781.1.2： 身萬b(ion)全。
kyomeishusei2015.04781.1.3： 視察衣c(uk)服。
kyomeishusei2015.04781.1.4： 好可d(uɑn)觀。
kyomeishusei2015.04781.1.5： 長冝佳e(in)人。
kyomeishusei2015.04781.1.6： 心意d(uɑn)驩。
kyomeishusei2015.04781.1.7： 葆子f(uən)孫。
kyomeishusei2015.04782.1.1： 李氏作a(iaŋ)竟。
kyomeishusei2015.04782.1.2： 四夷b(uk)服。
kyomeishusei2015.04782.1.3： 多賀國c(a)家。
kyomeishusei2015.04782.1.4： 人民d(ik)息。
kyomeishusei2015.04782.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04782.1.6： 天下b(uk)服。
kyomeishusei2015.04782.1.7： 風雨時f(et)節。
kyomeishusei2015.04782.1.8： 五穀b(uk)熟。
kyomeishusei2015.04782.1.9： 長保二h(in)親。
kyomeishusei2015.04782.1.10： 得天d(ik)力。
kyomeishusei2015.04782.1.11： 傳告后c(a)世。
kyomeishusei2015.04782.1.12： 冝i(iə)子。
kyomeishusei2015.04783.1.1： 大吉昌、樂未央、冝矦王。
kyomeishusei2015.04784.1.1： 范氏作a(iaŋ)鏡。
kyomeishusei2015.04784.1.2： 四夷b(uk)服。
kyomeishusei2015.04784.1.3： 多賀國c(a)家。
kyomeishusei2015.04784.1.4： 人民d(ik)息。
kyomeishusei2015.04784.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04784.1.6： 天下b(uk)服。
kyomeishusei2015.04784.1.7： 風雨時f(et)節。
kyomeishusei2015.04785.1.1： 楊充作a(iaŋ)竟。
kyomeishusei2015.04785.1.2： 大毋b(ɑŋ)傷。
kyomeishusei2015.04785.1.3： 漢有善c(oŋ)銅。
kyomeishusei2015.04785.1.4： 出丹b(ɑŋ)陽。
kyomeishusei2015.04785.1.5： 湅治銀d(ek)錫。
kyomeishusei2015.04785.1.6： 如目a(iaŋ)明。
kyomeishusei2015.04786.1.1： 白乕。
kyomeishusei2015.04787.1.1： 東王a(oŋ)公。
kyomeishusei2015.04787.1.2： 西王b(o)母。
kyomeishusei2015.04787.1.3： 仙人奇c(ɑŋ)羊。
kyomeishusei2015.04787.1.4： 天祿c(ɑŋ)羊。
kyomeishusei2015.04788.1.1： 靑羊宋氏作a(iaŋ)竟。
kyomeishusei2015.04788.1.2： 佳且a(iaŋ)明。
kyomeishusei2015.04788.1.3： 月豫世b(ou)保。
kyomeishusei2015.04788.1.4： 東王c(uɑ)父。
kyomeishusei2015.04788.1.5： 西王d(o)母。
kyomeishusei2015.04788.1.6： 山人子e(ɨɑu)僑。
kyomeishusei2015.04788.1.7： 不知b(ou)老。
kyomeishusei2015.04788.1.8： 月由天f(a)下。
kyomeishusei2015.04788.1.9： 之四h(ə)海。
kyomeishusei2015.04788.1.10： 樂無i(ik)極。
kyomeishusei2015.04789.1.1： 龍氏作a(iaŋ)竟。
kyomeishusei2015.04789.1.2： 佳且b(ou)好。
kyomeishusei2015.04789.1.3： 明而日c(iɑt)月。
kyomeishusei2015.04789.1.4： 世之b(ou)保。
kyomeishusei2015.04789.1.5： 上有山d(in)人。
kyomeishusei2015.04789.1.6： 不知b(ou)老。
kyomeishusei2015.04789.1.7： 渴飮玉e(ian)泉。
kyomeishusei2015.04789.1.8： 飢食b(ou)棗。
kyomeishusei2015.04790.1.1： 朱氏a(ɑk)作之。
kyomeishusei2015.04790.1.2： 白b(ɑ)乕兮。
kyomeishusei2015.04790.1.3： 朱c(eu)鳥。
kyomeishusei2015.04790.1.4： 玄d(uɑ)武。
kyomeishusei2015.04790.1.5： 交e(ɔŋ)龍。
kyomeishusei2015.04791.1.1： 袁氏作a(iaŋ)竟。
kyomeishusei2015.04791.1.2： 眞大b(ɔu)巧。
kyomeishusei2015.04791.1.3： 東王c(uɑ)父。
kyomeishusei2015.04791.1.4： 西王d(o)母。
kyomeishusei2015.04791.1.5： 靑龍在e(ɑi)左。
kyomeishusei2015.04791.1.6： 白乕居f(u)右。
kyomeishusei2015.04791.1.7： 山人子h(iɑu)喬。
kyomeishusei2015.04791.1.8： 赤誦i(iə)子。
kyomeishusei2015.04791.1.9： 千秋萬j(ia)歲兮。
kyomeishusei2015.04791.1.10： 不知k(ou)老。
kyomeishusei2015.04791.1.11： 生長f(u)久。
kyomeishusei2015.04791.1.12： 樂無i(iə)己。
kyomeishusei2015.04792.1.1： 東王a(oŋ)公。
kyomeishusei2015.04792.1.2： 西王b(o)母。
kyomeishusei2015.04792.1.3： 玉女c(ə)侍。
kyomeishusei2015.04793.1.1： 何氏。
kyomeishusei2015.04794.1.1： 陳氏作a(iaŋ)竟。
kyomeishusei2015.04794.1.2： 眞大b(ɔu)巧。
kyomeishusei2015.04794.1.3： 上有仙c(in)人。
kyomeishusei2015.04794.1.4： 不知d(ou)老。
kyomeishusei2015.04794.1.5： 渴飮e(uok)玉兮。
kyomeishusei2015.04795.1.1： 尚方作a(iaŋ)鏡。
kyomeishusei2015.04795.1.2： 自有b(iə)紀。
kyomeishusei2015.04795.1.3： 辟去不c(iɑŋ)祥。
kyomeishusei2015.04795.1.4： 冝古b(iə)市。
kyomeishusei2015.04795.1.5： 上有東王d(uɑ)父。
kyomeishusei2015.04795.1.6： 西王e(o)母。
kyomeishusei2015.04795.1.7： 令君揚f(ui)遂。
kyomeishusei2015.04795.1.8： 多孫b(iə)子兮。
kyomeishusei2015.04796.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.04796.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.04796.1.3： 雕刻無＊。
kyomeishusei2015.04796.1.4： 配像萬c(iɑŋ)疆。
kyomeishusei2015.04796.1.5： 眾神見d(oŋ)容。
kyomeishusei2015.04796.1.6： 是從福e(ok)祿。
kyomeishusei2015.04796.1.7： 至公卿f(uə)位。
kyomeishusei2015.04796.1.8： 二大h(uɑ)夫兮。
kyomeishusei2015.04796.1.9： 富貴安i(ɔk)樂。
kyomeishusei2015.04796.1.10： 子孫番b(ɑŋ)昌。
kyomeishusei2015.04796.1.11： 其師命b(ɑŋ)長。
kyomeishusei2015.04798.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.04798.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.04798.1.3： 周刻無c(ik)極。
kyomeishusei2015.04798.1.4： 萬d(iɑŋ)疆。
kyomeishusei2015.04798.1.5： 白牙作e(ɔk)樂。
kyomeishusei2015.04798.1.6： 親王□□。
kyomeishusei2015.04798.1.7： 禽f(u)守。
kyomeishusei2015.04798.1.8： 竝h(ən!)存。
kyomeishusei2015.04798.1.9： □□□。
kyomeishusei2015.04798.1.10： 貴f(u)富。
kyomeishusei2015.04798.1.11： 曾年i(iek)益。
kyomeishusei2015.04798.1.12： 壽長□。
kyomeishusei2015.04798.1.13： □吉b(ɑŋ)羊。
kyomeishusei2015.04799.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.04799.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.04799.1.3： 周刻無c(ik)極。
kyomeishusei2015.04799.1.4： 眾禽竝d(iɑŋ)疆。
kyomeishusei2015.04799.1.5： 上古聖e(in)人。
kyomeishusei2015.04799.1.6： □□三b(ɑŋ)皇。
kyomeishusei2015.04799.1.7： 天□皆f(u)出。
kyomeishusei2015.04799.1.8： 其師命b(ɑŋ)長。
kyomeishusei2015.04799.1.9： 樂未□d(iɑŋ)央。
kyomeishusei2015.04799.1.10： 天下順b(ɑŋ)羊兮。
kyomeishusei2015.04800.1.1： 光和年a(i)四。
kyomeishusei2015.04800.1.2： 正月丙午b(it)日。
kyomeishusei2015.04800.1.3： 早作明c(iaŋ)竟。
kyomeishusei2015.04800.1.4： 幽湅白d(oŋ)銅。
kyomeishusei2015.04800.1.5： 買者延年益e(u)壽。
kyomeishusei2015.04800.1.6： 樂未f(iɑŋ)央。
kyomeishusei2015.04800.1.7： 富且h(ɑŋ)昌。
kyomeishusei2015.04800.1.8： 冝矦i(uɑŋ)王。
kyomeishusei2015.04800.1.9： 長樂未f(iɑŋ)央。
kyomeishusei2015.04800.1.10： 上有東王j(uɑ)父。
kyomeishusei2015.04800.1.11： 上有西王k(o)母。
kyomeishusei2015.04800.1.12： 君冝 高l(uɑn)官。
kyomeishusei2015.04800.1.13： 位三d(oŋ)公。
kyomeishusei2015.04800.1.14： 主如山m(ak)石。
kyomeishusei2015.04800.1.15： 冝古市大b(it)吉。
kyomeishusei2015.04801.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.04801.1.2： 湅宮b(ɑŋ)商。
kyomeishusei2015.04801.1.3： 周羅容c(iɑŋ)象。
kyomeishusei2015.04801.1.4： 三五帝天b(ɑŋ)皇。
kyomeishusei2015.04801.1.5： 白牙單d(ɨm)琴。
kyomeishusei2015.04801.1.6： 皇帝除e(uoŋ)凶。
kyomeishusei2015.04801.1.7： 朱鳥玄f(uɑ)武。
kyomeishusei2015.04801.1.8： 白乕靑h(ɔŋ)龍。
kyomeishusei2015.04801.1.9： 萬禽列i(ok)木。
kyomeishusei2015.04801.1.10： 眾神見j(oŋ)容。
kyomeishusei2015.04801.1.11： 服者豪k(ui)貴。
kyomeishusei2015.04801.1.12： 長壽益l(en)年。
kyomeishusei2015.04801.1.13： 建安十二l(en)年。
kyomeishusei2015.04802.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.04802.1.2： 幽諫宮b(ɑŋ)商。
kyomeishusei2015.04802.1.3： 羅容c(on)緣。
kyomeishusei2015.04802.1.4： 五帝天b(ɑŋ)皇。
kyomeishusei2015.04802.1.5： 白牙單d(ɨm)琴。
kyomeishusei2015.04802.1.6： 黃帝除e(uoŋ)凶。
kyomeishusei2015.04802.1.7： 朱鳥玄f(uɑ)武。
kyomeishusei2015.04802.1.8： 白乕靑h(ɔŋ)龍。
kyomeishusei2015.04802.1.9： 君冝高i(uɑn)官。
kyomeishusei2015.04802.1.10： 子孫番b(ɑŋ)昌。
kyomeishusei2015.04802.1.11： 建安十j(en)年。
kyomeishusei2015.04802.1.12： 造作大k(it)吉兮。
kyomeishusei2015.04804.1.1： 孟師作a(iaŋ)鏡。
kyomeishusei2015.04804.1.2： 眞大b(oŋ)工。
kyomeishusei2015.04804.1.3： 巧工c(ək)刻之。
kyomeishusei2015.04804.1.4： 成文d(ɑŋ)章。
kyomeishusei2015.04804.1.5： 上有辟e(a)邪。
kyomeishusei2015.04804.1.6： 與天f(ok)祿。
kyomeishusei2015.04804.1.7： 湅治銅h(ek)錫。
kyomeishusei2015.04804.1.8： 大淸a(iaŋ)明。
kyomeishusei2015.04804.1.9： 四方i(uk)服之。
kyomeishusei2015.04804.1.10： 冝矦j(uɑŋ)王。
kyomeishusei2015.04804.1.11： 子孫備k(io)具。
kyomeishusei2015.04804.1.12： 居中l(iɑŋ)央。
kyomeishusei2015.04804.1.13： 長保二 m(in)親。
kyomeishusei2015.04804.1.14： 樂未a(iaŋ)英。
kyomeishusei2015.04805.1.1： 陳氏作a(iaŋ)竟。
kyomeishusei2015.04805.1.2： 四夷b(uk)服。
kyomeishusei2015.04805.1.3： 多賀國c(a)家。
kyomeishusei2015.04805.1.4： 人民d(ik)息。
kyomeishusei2015.04805.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04805.1.6： 天下b(uk)復。
kyomeishusei2015.04805.1.7： 風雨時f(et)節。
kyomeishusei2015.04805.1.8： 五穀b(uk)孰。
kyomeishusei2015.04805.1.9： 長保二h(in)親。
kyomeishusei2015.04805.1.10： 得天d(ik)力。
kyomeishusei2015.04805.1.11： 傳告后c(a)世。
kyomeishusei2015.04805.1.12： 樂無d(ik)極。
kyomeishusei2015.04806.1.1： 田生a(ɑk)作。
kyomeishusei2015.04806.1.2： 四b(uk)服。
kyomeishusei2015.04806.1.3： 多賀國c(a)家。
kyomeishusei2015.04806.1.4： 人民d(ik)息。
kyomeishusei2015.04806.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04806.1.6： 天下b(uk)復。
kyomeishusei2015.04806.1.7： 風雨時f(et)節。
kyomeishusei2015.04806.1.8： 五穀b(uk)孰。
kyomeishusei2015.04806.1.9： 長保二h(in)親。
kyomeishusei2015.04806.1.10： 得天d(ik)力。
kyomeishusei2015.04806.1.11： 傳告i(o)后。
kyomeishusei2015.04806.1.12： a(ɑk)樂。
kyomeishusei2015.04807.1.1： 王氏作a(iaŋ)竟。
kyomeishusei2015.04807.1.2： 四夷b(uk)服。
kyomeishusei2015.04807.1.3： 多賀君c(a)家。
kyomeishusei2015.04807.1.4： 人民d(ik)息。
kyomeishusei2015.04807.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04807.1.6： 天下b(uk)復。
kyomeishusei2015.04807.1.7： 風雨時f(et)節。
kyomeishusei2015.04808.1.1： 劉。
kyomeishusei2015.04809.1.1： 尚方作a(iaŋ)鏡。
kyomeishusei2015.04809.1.2： 眞大b(ɔu)巧。
kyomeishusei2015.04809.1.3： 上有仙c(in)人。
kyomeishusei2015.04809.1.4： 不知d(ou)老。
kyomeishusei2015.04809.1.5： 渴飮玉e(ian)泉。
kyomeishusei2015.04809.1.6： 飢食d(ou)棗。
kyomeishusei2015.04809.1.7： 浮游天f(a)下。
kyomeishusei2015.04809.1.8： 敖四h(ə)海。
kyomeishusei2015.04809.1.9： 左龍右i(ɑ)乕。
kyomeishusei2015.04809.1.10： 辟不d(ou)道。
kyomeishusei2015.04809.1.11： 佳且d(ou)好。
kyomeishusei2015.04810.1.1： 龍氏作a(iaŋ)鏡。
kyomeishusei2015.04810.1.2： 佳且b(ou)好。
kyomeishusei2015.04810.1.3： 明而日c(iɑt)月。
kyomeishusei2015.04810.1.4： 世之b(ou)保。
kyomeishusei2015.04810.1.5： 上有白d(ɑ)乕。
kyomeishusei2015.04810.1.6： 主除b(ou)道。
kyomeishusei2015.04810.1.7： 服此鏡e(a)者。
kyomeishusei2015.04810.1.8： 田作大f(ək)得。
kyomeishusei2015.04810.1.9： 賈市萬h(ə)倍。
kyomeishusei2015.04811.1.1： 原夫作a(iaŋ)鏡。
kyomeishusei2015.04811.1.2： 湅五斛英b(ua)華。
kyomeishusei2015.04811.1.3： □□而無c(ik)極兮。
kyomeishusei2015.04811.1.4： 上有辟d(a)耶。
kyomeishusei2015.04811.1.5： 與天e(ok)祿。
kyomeishusei2015.04811.1.6： 冝孫保f(iə)子兮。
kyomeishusei2015.04811.1.7： 各得所e(ok)慾。
kyomeishusei2015.04811.1.8： 吏人h(uk)服之。
kyomeishusei2015.04811.1.9： 益e(ok)祿。
kyomeishusei2015.04811.1.10： 白衣h(uk)服之。
kyomeishusei2015.04811.1.11： 金財i(iok)足兮。
kyomeishusei2015.04811.1.12： 小 人h(uk)服。
kyomeishusei2015.04811.1.13： 所j(ə)在。
kyomeishusei2015.04811.1.14： 胡k(ie)氏。
kyomeishusei2015.04812.1.1： 胡人養之食□君。
kyomeishusei2015.04813.1.1： □是作a(iaŋ)竟。
kyomeishusei2015.04813.1.2： 四夷b(uk)服。
kyomeishusei2015.04813.1.3： 多賀國c(a)家。
kyomeishusei2015.04813.1.4： 人民d(ik)息。
kyomeishusei2015.04813.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04813.1.6： 天下b(uk)復。
kyomeishusei2015.04813.1.7： 風雨時f(et)節。
kyomeishusei2015.04813.1.8： 五穀b(uk)孰。
kyomeishusei2015.04813.1.9： 長保二h(in)親。
kyomeishusei2015.04813.1.10： 得天d(ik)力。
kyomeishusei2015.04813.1.11： 傳告後c(a)世。
kyomeishusei2015.04813.1.12： 樂無d(ik)極。
kyomeishusei2015.04813.1.13： 元興元 i(en)年。
kyomeishusei2015.04813.1.14： 九月六日j(ɑk)作。
kyomeishusei2015.04813.1.15： □成所k(ou)造。
kyomeishusei2015.04813.1.16： 服者公l(iɑŋ)卿。
kyomeishusei2015.04813.1.17： 其師命m(ɑŋ)長。
kyomeishusei2015.04813.1.18： 方格四字×1。
kyomeishusei2015.04814.1.1： 鄭□□□。
kyomeishusei2015.04814.1.2： 李氏作a(iaŋ)鏡。
kyomeishusei2015.04814.1.3： 四夷b(uk)服。
kyomeishusei2015.04814.1.4： 東王c(uɑ)父。
kyomeishusei2015.04814.1.5： 西王d(o)母。
kyomeishusei2015.04814.1.6： 先人子e(iɑu)橋。
kyomeishusei2015.04814.1.7： 赤松子f(ɑk)作。
kyomeishusei2015.04815.1.1： 遺杜氏作a(iaŋ)鏡兮。
kyomeishusei2015.04815.1.2： 四夷b(uk)服。
kyomeishusei2015.04815.1.3： 官位尊c(en)顯。
kyomeishusei2015.04815.1.4： 蒙祿d(əp)盒。
kyomeishusei2015.04815.1.5： 幸逢時c(en)年。
kyomeishusei2015.04815.1.6： 五穀b(uk)孰。
kyomeishusei2015.04815.1.7： 多賀名e(oŋ)工。
kyomeishusei2015.04815.1.8： 刻f(uɛk)畫兮。
kyomeishusei2015.04815.1.9： 邊則大h(it)一。
kyomeishusei2015.04815.1.10： 參駕神i(ɔŋ)龍。
kyomeishusei2015.04815.1.11： 辟邪配天j(ok)祿。
kyomeishusei2015.04815.1.12： 奇守竝 來k(u)出兮。
kyomeishusei2015.04815.1.13： 三鳥□□。
kyomeishusei2015.04815.1.14： 壽金l(ak)石兮。
kyomeishusei2015.04815.1.15： 漢羽m(ip)習兮。
kyomeishusei2015.04816.1.1： 陳氏作a(iaŋ)竟。
kyomeishusei2015.04816.1.2： 四夷b(uk)服。
kyomeishusei2015.04816.1.3： 多賀國c(a)家。
kyomeishusei2015.04816.1.4： 人民d(ik)息。
kyomeishusei2015.04816.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04816.1.6： 天下b(uk)復。
kyomeishusei2015.04816.1.7： 風雨時f(et)節。
kyomeishusei2015.04816.1.8： 五穀b(uk)孰。
kyomeishusei2015.04816.1.9： h(ɨai)冝。
kyomeishusei2015.04817.1.1： 陳氏作a(iaŋ)竟。
kyomeishusei2015.04817.1.2： 長冝子b(uən)孫。
kyomeishusei2015.04817.1.3： 大吉富c(ɑŋ)昌。
kyomeishusei2015.04817.1.4： 樂無極兮8 方格×2 d(iə)字。
kyomeishusei2015.04818.1.1： 長冝子a(uən)孫。
kyomeishusei2015.04818.1.2： 富貴高b(uɑn)遠。
kyomeishusei2015.04819.1.1： 常冝子孫。
kyomeishusei2015.04820.1.1： 黃初元a(en)年。
kyomeishusei2015.04820.1.2： 五月十日作b(iaŋ)鏡。
kyomeishusei2015.04820.1.3： 三□□□。
kyomeishusei2015.04820.1.4： □□。
kyomeishusei2015.04820.1.5： 子孫千c(ɨk)億。
kyomeishusei2015.04821.1.1： 元興元a(en)年。
kyomeishusei2015.04821.1.2： 五月丙午b(it)日。
kyomeishusei2015.04821.1.3： 天下大c(a)赦。
kyomeishusei2015.04821.1.4： 廣漢造d(ɑk)作。
kyomeishusei2015.04821.1.5： 尚方明e(iaŋ)竟。
kyomeishusei2015.04821.1.6： 幽鍊三f(ɑŋ)商。
kyomeishusei2015.04821.1.7： 周復無h(ie)敝。
kyomeishusei2015.04821.1.8： 世傳光e(iaŋ)明。
kyomeishusei2015.04821.1.9： 長樂未i(iɑŋ)央。
kyomeishusei2015.04821.1.10： 富且f(ɑŋ)昌。
kyomeishusei2015.04821.1.11： 冝矦j(uɑŋ)王。
kyomeishusei2015.04821.1.12： 師命f(ɑŋ)長。
kyomeishusei2015.04821.1.13： 壽 石位至三k(oŋ)公。
kyomeishusei2015.04821.1.14： 壽如東王l(uɑ)父。
kyomeishusei2015.04821.1.15： 西王m(o)母。
kyomeishusei2015.04821.1.16： 仙□。
kyomeishusei2015.04821.1.17： 位至公m(o)矦。
kyomeishusei2015.04822.1.1： 不a(iaŋ)明。
kyomeishusei2015.04822.1.2： 君高□。
kyomeishusei2015.04824.1.1： 建興二a(en)年。
kyomeishusei2015.04824.1.2： □月□b(it)日。
kyomeishusei2015.04824.1.3： 造作明c(iaŋ)鏡。
kyomeishusei2015.04824.1.4： 上□□□。
kyomeishusei2015.04824.1.5： □寶□d(ia)且。
kyomeishusei2015.04824.1.6： □□□□b(it)吉。
kyomeishusei2015.04824.1.7： □□□□。
kyomeishusei2015.04825.1.1： 不明。
kyomeishusei2015.04826.1.1： 漢有善a(oŋ)銅。
kyomeishusei2015.04826.1.2： 出丹b(ɑŋ)陽。
kyomeishusei2015.04826.1.3： 鍊治銀c(ek)錫。
kyomeishusei2015.04826.1.4： 淸而d(iaŋ)明。
kyomeishusei2015.04826.1.5： 巧工e(ək)刻之。
kyomeishusei2015.04826.1.6： 成文b(ɑŋ)章。
kyomeishusei2015.04826.1.7： 左龍右f(ɑ)乕。
kyomeishusei2015.04826.1.8： 辟不b(ɑŋ)羊。
kyomeishusei2015.04826.1.9： 朱鳥玄h(uɑ)武。
kyomeishusei2015.04826.1.10： 順陰b(ɑŋ)陽。
kyomeishusei2015.04826.1.11： 子孫服i(io)具。
kyomeishusei2015.04826.1.12： 居中j(iɑŋ)央。
kyomeishusei2015.04826.1.13： 長保k(i)二。
kyomeishusei2015.04826.1.14： 樂□b(ɑŋ)昌。
kyomeishusei2015.04826.1.15： 壽如金l(ak)石。
kyomeishusei2015.04826.1.16： 之矦m(uɑŋ)王。
kyomeishusei2015.04827.1.1： 宋氏作a(iaŋ)竟。
kyomeishusei2015.04827.1.2： 四夷b(uk)服。
kyomeishusei2015.04827.1.3： 多賀君c(uŋ)眾。
kyomeishusei2015.04827.1.4： 人民d(ik)息。
kyomeishusei2015.04827.1.5： 胡虜殄 1 e(iat)滅。
kyomeishusei2015.04827.1.6： 天下b(uk)復。
kyomeishusei2015.04827.1.7： 風雨時f(et)節。
kyomeishusei2015.04827.1.8： h(ɑ)五。
kyomeishusei2015.04828.1.1： 周仲作a(iaŋ)竟。
kyomeishusei2015.04828.1.2： 四夷b(uk)服。
kyomeishusei2015.04828.1.3： 多賀國c(a)家。
kyomeishusei2015.04828.1.4： 人民d(ik)息。
kyomeishusei2015.04828.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04828.1.6： 天下b(uk)復。
kyomeishusei2015.04828.1.7： 風雨時f(et)節。
kyomeishusei2015.04828.1.8： 五穀b(uk)孰。
kyomeishusei2015.04828.1.9： 長保二h(in)親。
kyomeishusei2015.04828.1.10： 得天d(ik)力。
kyomeishusei2015.04828.1.11： 吳胡傷i(iə)里。
kyomeishusei2015.04829.1.1： 龍氏作a(iaŋ)竟。
kyomeishusei2015.04829.1.2： 佳且b(ou)好。
kyomeishusei2015.04829.1.3： 明而日c(iɑt)月。
kyomeishusei2015.04829.1.4： 世少d(u)有。
kyomeishusei2015.04829.1.5： 刻治分d(u)守。
kyomeishusei2015.04829.1.6： 悉皆e(ə)在。
kyomeishusei2015.04829.1.7： 長保二f(in)親。
kyomeishusei2015.04829.1.8： 冝孫h(iə)子。
kyomeishusei2015.04829.1.9： 大吉羊e(ə)矣兮。
kyomeishusei2015.04830.1.1： 龍氏作a(iaŋ)竟。
kyomeishusei2015.04830.1.2： 佳且b(ou)好。
kyomeishusei2015.04830.1.3： 明而日c(iɑt)月。
kyomeishusei2015.04830.1.4： 世少d(u)有。
kyomeishusei2015.04830.1.5： 刻治分d(u)守。
kyomeishusei2015.04830.1.6： 悉皆e(ə)在。
kyomeishusei2015.04830.1.7： 長保二f(in)親。
kyomeishusei2015.04830.1.8： 冝孫h(iə)子。
kyomeishusei2015.04830.1.9： 東王i(oŋ)公。
kyomeishusei2015.04830.1.10： 西王j(o)母。
kyomeishusei2015.04830.1.11： 大吉羊e(ə)矣兮。
kyomeishusei2015.04831.1.1： 龍氏作a(iaŋ)竟。
kyomeishusei2015.04831.1.2： 佳且b(ou)好。
kyomeishusei2015.04831.1.3： 明而日c(iɑt)月。
kyomeishusei2015.04831.1.4： 世少d(u)有。
kyomeishusei2015.04831.1.5： 刻治分d(u)守。
kyomeishusei2015.04831.1.6： 悉皆e(ə)在。
kyomeishusei2015.04831.1.7： 冝子f(uən)孫。
kyomeishusei2015.04831.1.8： 大吉h(ɑŋ)羊矣。
kyomeishusei2015.04832.1.1： 駕蜚a(ɔŋ)龍。
kyomeishusei2015.04832.1.2： 乘浮b(un)雲。
kyomeishusei2015.04832.1.3： 上太c(an)山。
kyomeishusei2015.04832.1.4： 見神d(in)人。
kyomeishusei2015.04832.1.5： 食玉e(iaŋ)英。
kyomeishusei2015.04832.1.6： 餌黃f(im)金。
kyomeishusei2015.04832.1.7： 冝官h(it)秩。
kyomeishusei2015.04832.1.8： 葆子i(uən)孫。
kyomeishusei2015.04832.1.9： 長樂未j(iɑŋ)央。
kyomeishusei2015.04832.1.10： 大富k(ɑŋ)昌。
kyomeishusei2015.04833.1.1： 王氏昭a(iaŋ)竟。
kyomeishusei2015.04833.1.2： 亖夷b(uk)服。
kyomeishusei2015.04833.1.3： 多賀新c(a)家。
kyomeishusei2015.04833.1.4： 人民d(ik)息。
kyomeishusei2015.04833.1.5： 官位尊e(en)顯。
kyomeishusei2015.04833.1.6： 天下b(uk)復。
kyomeishusei2015.04833.1.7： 風雨時f(et)節。
kyomeishusei2015.04833.1.8： 五穀b(uk)孰。
kyomeishusei2015.04833.1.9： 長保二h(in)親。
kyomeishusei2015.04833.1.10： 子孫d(ik)力。
kyomeishusei2015.04833.1.11： 傳告後c(a)世。
kyomeishusei2015.04833.1.12： 樂無d(ik)極。
