kyomeishusei2015.00001.1.1： 脩相思、毌相a忘。
kyomeishusei2015.04809.1.2： 眞大a巧。
kyomeishusei2015.04809.1.3： 上有仙a人。
kyomeishusei2015.04809.1.4： 不知a老。
kyomeishusei2015.04809.1.5： 渴飮玉a泉。
kyomeishusei2015.04809.1.6： 飢食a棗。
kyomeishusei2015.04809.1.7： 浮游天a下。
kyomeishusei2015.04809.1.8： 敖四a海。
kyomeishusei2015.04809.1.9： 左龍右a乕。
kyomeishusei2015.04809.1.10： 辟不a道。
kyomeishusei2015.04809.1.11： 佳且a好。
kyomeishusei2015.04810.1.1： 龍氏作a鏡。
kyomeishusei2015.04810.1.2： 佳且a好。
kyomeishusei2015.04810.1.3： 明而日a月。
kyomeishusei2015.04810.1.4： 世之a保。
kyomeishusei2015.04810.1.5： 上有白a乕。
kyomeishusei2015.04810.1.6： 主除a道。
kyomeishusei2015.04810.1.7： 服此鏡a者。
kyomeishusei2015.04810.1.8： 田作大a得。
kyomeishusei2015.04810.1.9： 賈市萬a倍。
kyomeishusei2015.04811.1.1： 原夫作a鏡。
kyomeishusei2015.04811.1.2： 湅五斛英a華。
kyomeishusei2015.04811.1.3： □□而無a極兮。
kyomeishusei2015.04811.1.4： 上有辟a耶。
kyomeishusei2015.04811.1.5： 與天a祿。
kyomeishusei2015.04811.1.6： 冝孫保a子兮。
kyomeishusei2015.04811.1.7： 各得所a慾。
kyomeishusei2015.04811.1.8： 吏人a服之。
kyomeishusei2015.04811.1.9： 益a祿。
kyomeishusei2015.04811.1.10： 白衣a服之。
kyomeishusei2015.04811.1.11： 金財a足兮。
kyomeishusei2015.04811.1.12： 小 人a服。
kyomeishusei2015.04811.1.13： 所a在。
kyomeishusei2015.04811.1.14： 胡a氏。
kyomeishusei2015.04812.1.1： 胡人養之食□a君。
kyomeishusei2015.04813.1.1： □是作a竟。
kyomeishusei2015.04813.1.2： 四夷a服。
kyomeishusei2015.04813.1.3： 多賀國a家。
kyomeishusei2015.04813.1.4： 人民a息。
kyomeishusei2015.04813.1.5： 胡虜殄a滅。
kyomeishusei2015.04813.1.6： 天下a復。
kyomeishusei2015.04813.1.7： 風雨時a節。
kyomeishusei2015.04813.1.8： 五穀a孰。
kyomeishusei2015.04813.1.9： 長保二a親。
kyomeishusei2015.04813.1.10： 得天a力。
kyomeishusei2015.04813.1.11： 傳告後a世。
kyomeishusei2015.04813.1.12： 樂無a極。
kyomeishusei2015.04813.1.13： 元興元 a年。
kyomeishusei2015.04813.1.14： 九月六日a作。
kyomeishusei2015.04813.1.15： □成所a造。
kyomeishusei2015.04813.1.16： 服者公a卿。
kyomeishusei2015.04813.1.17： 其師命a長。
kyomeishusei2015.04813.1.18： 方格四字×1。
kyomeishusei2015.04814.1.1： 鄭□□□。
kyomeishusei2015.04814.1.2： 李氏作a鏡。
kyomeishusei2015.04814.1.3： 四夷a服。
kyomeishusei2015.04814.1.4： 東王a父。
kyomeishusei2015.04814.1.5： 西王a母。
kyomeishusei2015.04814.1.6： 先人子a橋。
kyomeishusei2015.04814.1.7： 赤松子a作。
kyomeishusei2015.04815.1.1： 遺杜氏作a鏡兮。
kyomeishusei2015.04815.1.2： 四夷a服。
kyomeishusei2015.04815.1.3： 官位尊a顯。
kyomeishusei2015.04815.1.4： 蒙祿a盒。
kyomeishusei2015.04815.1.5： 幸逢時a年。
kyomeishusei2015.04815.1.6： 五穀a孰。
kyomeishusei2015.04815.1.7： 多賀名a工。
kyomeishusei2015.04815.1.8： 刻a畫兮。
kyomeishusei2015.04815.1.9： 邊則大a一。
kyomeishusei2015.04815.1.10： 參駕神a龍。
kyomeishusei2015.04815.1.11： 辟邪配天a祿。
kyomeishusei2015.04815.1.12： 奇守竝 來a出兮。
kyomeishusei2015.04815.1.13： 三鳥□□。
kyomeishusei2015.04815.1.14： 壽金a石兮。
kyomeishusei2015.04815.1.15： 漢羽a習兮。
kyomeishusei2015.04816.1.1： 陳氏作a竟。
kyomeishusei2015.04816.1.2： 四夷a服。
kyomeishusei2015.04816.1.3： 多賀國a家。
kyomeishusei2015.04816.1.4： 人民a息。
kyomeishusei2015.04816.1.5： 胡虜殄a滅。
kyomeishusei2015.04816.1.6： 天下a復。
kyomeishusei2015.04816.1.7： 風雨時a節。
kyomeishusei2015.04816.1.8： 五穀a孰。
kyomeishusei2015.04816.1.9： a冝。
kyomeishusei2015.04817.1.1： 陳氏作a竟。
kyomeishusei2015.04817.1.2： 長冝子a孫。
kyomeishusei2015.04817.1.3： 大吉富a昌。
kyomeishusei2015.04817.1.4： 樂無極兮8 方格×2 a字。
kyomeishusei2015.04818.1.1： 長冝子a孫。
kyomeishusei2015.04818.1.2： 富貴高a遠。
kyomeishusei2015.04819.1.1： 常冝子a孫。
kyomeishusei2015.04820.1.1： 黃初元a年。
kyomeishusei2015.04820.1.2： 五月十日作a鏡。
kyomeishusei2015.04820.1.3： 三□□□。
kyomeishusei2015.04820.1.4： □□。
kyomeishusei2015.04820.1.5： 子孫千a億。
kyomeishusei2015.04821.1.1： 元興元a年。
kyomeishusei2015.04821.1.2： 五月丙午a日。
kyomeishusei2015.04821.1.3： 天下大a赦。
kyomeishusei2015.04821.1.4： 廣漢造a作。
kyomeishusei2015.04821.1.5： 尚方明a竟。
kyomeishusei2015.04821.1.6： 幽鍊三a商。
kyomeishusei2015.04821.1.7： 周復無a敝。
kyomeishusei2015.04821.1.8： 世傳光a明。
kyomeishusei2015.04821.1.9： 長樂未a央。
kyomeishusei2015.04821.1.10： 富且a昌。
kyomeishusei2015.04821.1.11： 冝矦a王。
kyomeishusei2015.04821.1.12： 師命a長。
kyomeishusei2015.04821.1.13： 壽 石位至三a公。
kyomeishusei2015.04821.1.14： 壽如東王a父。
kyomeishusei2015.04821.1.15： 西王a母。
kyomeishusei2015.04821.1.16： 仙□。
kyomeishusei2015.04821.1.17： 位至公a矦。
kyomeishusei2015.04822.1.1： 不a明。
kyomeishusei2015.04822.1.2： 君高□。
kyomeishusei2015.04824.1.1： 建興二a年。
kyomeishusei2015.04824.1.2： □月□a日。
kyomeishusei2015.04824.1.3： 造作明a鏡。
kyomeishusei2015.04824.1.4： 上□□□。
kyomeishusei2015.04824.1.5： □寶□a且。
kyomeishusei2015.04824.1.6： □□□□a吉。
kyomeishusei2015.04824.1.7： □□□□。
kyomeishusei2015.04825.1.1： 不a明。
kyomeishusei2015.04826.1.1： 漢有善a銅。
kyomeishusei2015.04826.1.2： 出丹a陽。
kyomeishusei2015.04826.1.3： 鍊治銀a錫。
kyomeishusei2015.04826.1.4： 淸而a明。
kyomeishusei2015.04826.1.5： 巧工a刻之。
kyomeishusei2015.04826.1.6： 成文a章。
kyomeishusei2015.04826.1.7： 左龍右a乕。
kyomeishusei2015.04826.1.8： 辟不a羊。
kyomeishusei2015.04826.1.9： 朱鳥玄a武。
kyomeishusei2015.04826.1.10： 順陰a陽。
kyomeishusei2015.04826.1.11： 子孫服a具。
kyomeishusei2015.04826.1.12： 居中a央。
kyomeishusei2015.04826.1.13： 長保a二。
kyomeishusei2015.04826.1.14： 樂□a昌。
kyomeishusei2015.04826.1.15： 壽如金a石。
kyomeishusei2015.04826.1.16： 之矦a王。
kyomeishusei2015.04827.1.1： 宋氏作a竟。
kyomeishusei2015.04827.1.2： 四夷a服。
kyomeishusei2015.04827.1.3： 多賀君a眾。
kyomeishusei2015.04827.1.4： 人民a息。
kyomeishusei2015.04827.1.5： 胡虜殄 1 a滅。
kyomeishusei2015.04827.1.6： 天下a復。
kyomeishusei2015.04827.1.7： 風雨時a節。
kyomeishusei2015.04827.1.8： a五。
kyomeishusei2015.04828.1.1： 周仲作a竟。
kyomeishusei2015.04828.1.2： 四夷a服。
kyomeishusei2015.04828.1.3： 多賀國a家。
kyomeishusei2015.04828.1.4： 人民a息。
kyomeishusei2015.04828.1.5： 胡虜殄a滅。
kyomeishusei2015.04828.1.6： 天下a復。
kyomeishusei2015.04828.1.7： 風雨時a節。
kyomeishusei2015.04828.1.8： 五穀a孰。
kyomeishusei2015.04828.1.9： 長保二a親。
kyomeishusei2015.04828.1.10： 得天a力。
kyomeishusei2015.04828.1.11： 吳胡傷a里。
kyomeishusei2015.04829.1.1： 龍氏作a竟。
kyomeishusei2015.04829.1.2： 佳且a好。
kyomeishusei2015.04829.1.3： 明而日a月。
kyomeishusei2015.04829.1.4： 世少a有。
kyomeishusei2015.04829.1.5： 刻治分a守。
kyomeishusei2015.04829.1.6： 悉皆a在。
kyomeishusei2015.04829.1.7： 長保二a親。
kyomeishusei2015.04829.1.8： 冝孫a子。
kyomeishusei2015.04829.1.9： 大吉羊a矣兮。
kyomeishusei2015.04830.1.1： 龍氏作a竟。
kyomeishusei2015.04830.1.2： 佳且a好。
kyomeishusei2015.04830.1.3： 明而日a月。
kyomeishusei2015.04830.1.4： 世少a有。
kyomeishusei2015.04830.1.5： 刻治分a守。
kyomeishusei2015.04830.1.6： 悉皆a在。
kyomeishusei2015.04830.1.7： 長保二a親。
kyomeishusei2015.04830.1.8： 冝孫a子。
kyomeishusei2015.04830.1.9： 東王a公。
kyomeishusei2015.04830.1.10： 西王a母。
kyomeishusei2015.04830.1.11： 大吉羊a矣兮。
kyomeishusei2015.04831.1.1： 龍氏作a竟。
kyomeishusei2015.04831.1.2： 佳且a好。
kyomeishusei2015.04831.1.3： 明而日a月。
kyomeishusei2015.04831.1.4： 世少a有。
kyomeishusei2015.04831.1.5： 刻治分a守。
kyomeishusei2015.04831.1.6： 悉皆a在。
kyomeishusei2015.04831.1.7： 冝子a孫。
kyomeishusei2015.04831.1.8： 大吉a羊矣。
kyomeishusei2015.04832.1.1： 駕蜚a龍。
kyomeishusei2015.04832.1.2： 乘浮a雲。
kyomeishusei2015.04832.1.3： 上太a山。
kyomeishusei2015.04832.1.4： 見神a人。
kyomeishusei2015.04832.1.5： 食玉a英。
kyomeishusei2015.04832.1.6： 餌黃a金。
kyomeishusei2015.04832.1.7： 冝官a秩。
kyomeishusei2015.04832.1.8： 葆子a孫。
kyomeishusei2015.04832.1.9： 長樂未a央。
kyomeishusei2015.04832.1.10： 大富a昌。
kyomeishusei2015.04833.1.1： 王氏昭a竟。
kyomeishusei2015.04833.1.2： 亖夷a服。
kyomeishusei2015.04833.1.3： 多賀新a家。
kyomeishusei2015.04833.1.4： 人民a息。
kyomeishusei2015.04833.1.5： 官位尊a顯。
kyomeishusei2015.04833.1.6： 天下a復。
kyomeishusei2015.04833.1.7： 風雨時a節。
kyomeishusei2015.04833.1.8： 五穀a孰。
kyomeishusei2015.04833.1.9： 長保二a親。
kyomeishusei2015.04833.1.10： 子孫a力。
kyomeishusei2015.04833.1.11： 傳告後a世。
kyomeishusei2015.04833.1.12： 樂無a極。
kyomeishusei2015.04834.1.1： □氏作a竟。
kyomeishusei2015.04834.1.2： 眞大□。
kyomeishusei2015.04834.1.3： 上有東王a父。
kyomeishusei2015.04834.1.4： 西王a母。
kyomeishusei2015.04834.1.5： 仙人子a僑。
kyomeishusei2015.04834.1.6： 赤誦a子。
kyomeishusei2015.04834.1.7： 白乕熏a爐。
kyomeishusei2015.04834.1.8： 左右爲a使。
kyomeishusei2015.04834.1.9： 高升賈a萬。
kyomeishusei2015.04834.1.10： 千秋萬a歲。
kyomeishusei2015.04834.1.11： 主a長。
kyomeishusei2015.04835.1.1： 袁氏作a竟兮。
kyomeishusei2015.04835.1.2： 莫大a好。
kyomeishusei2015.04835.1.3： 上有東王a父。
kyomeishusei2015.04835.1.4： 西王a母。
kyomeishusei2015.04835.1.5： 仙人子a高。
kyomeishusei2015.04835.1.6： 赤梥a子。
kyomeishusei2015.04835.1.7： 絳卽雲a右。
kyomeishusei2015.04835.1.8： 長保二a親兮。
kyomeishusei2015.04835.1.9： 利孫a子。
kyomeishusei2015.04835.1.10： a吉。
kyomeishusei2015.04836.1.1： 蒙氏□a竟。
kyomeishusei2015.04836.1.2： 眞大a工。
kyomeishusei2015.04836.1.3： 東王a公。
kyomeishusei2015.04836.1.4： 西王a母。
kyomeishusei2015.04836.1.5： 靑龍在a左。
kyomeishusei2015.04836.1.6： 白乕居a右。
kyomeishusei2015.04836.1.7： 山人子a高。
kyomeishusei2015.04836.1.8： 赤□。
kyomeishusei2015.04837.1.1： 魯氏作a竟。
kyomeishusei2015.04837.1.2： 自有a道。
kyomeishusei2015.04837.1.3： 辟去不a羊。
kyomeishusei2015.04837.1.4： 治市a古。
kyomeishusei2015.04837.1.5： 三下□。
kyomeishusei2015.04838.1.1： 上方作a竟。
kyomeishusei2015.04838.1.2： □□。
kyomeishusei2015.04838.1.3： 去不a羊。
kyomeishusei2015.04838.1.4： 古a市。
kyomeishusei2015.04839.1.1： 九子a竟。
kyomeishusei2015.04839.1.2： 明淸a公。
kyomeishusei2015.04839.1.3： 服富a貴。
kyomeishusei2015.04839.1.4： 冝矦a王。
kyomeishusei2015.04840.1.1： 不a明。
kyomeishusei2015.04840.1.2： 13 方a格。
kyomeishusei2015.04841.1.1： 吾作明a竟。
kyomeishusei2015.04841.1.2： 幽鍊三a商。
kyomeishusei2015.04841.1.3： 命a長。
kyomeishusei2015.04842.1.1： □□明a鏡。
kyomeishusei2015.04842.1.2： 幽鍊三a商。
kyomeishusei2015.04842.1.3： 雕刻無a极。
kyomeishusei2015.04842.1.4： 配像萬a疆。
kyomeishusei2015.04842.1.5： 白□a琴。
kyomeishusei2015.04842.1.6： 天a子。
kyomeishusei2015.04842.1.7： □□□□。
kyomeishusei2015.04842.1.8： □□□□。
kyomeishusei2015.04842.1.9： □□。
kyomeishusei2015.04844.1： 吾作明竟，幽湅三商，雕□無□，配像萬疆，百身長樂，■
kyomeishusei2015.04845.1： 吾□□竟，幽湅三商，雕刻無极，萬疆，百身長樂，■
kyomeishusei2015.04846.1.1： 桼言之a始。
kyomeishusei2015.04846.1.2： 自有a紀。
kyomeishusei2015.04846.1.3： 湅治錫a銅。
kyomeishusei2015.04846.1.4： 去其a宰。
kyomeishusei2015.04846.1.5： 長葆二a親。
kyomeishusei2015.04846.1.6： 利孫a子。
kyomeishusei2015.04847.1.1： 桼言之a始。
kyomeishusei2015.04847.1.2： 自有a紀。
kyomeishusei2015.04847.1.3： 湅治銅a錫。
kyomeishusei2015.04847.1.4： 去其a宰。
kyomeishusei2015.04847.1.5： 辟除不a祥。
kyomeishusei2015.04847.1.6： 冝古a市。
kyomeishusei2015.04848.1.1： 新有善a銅。
kyomeishusei2015.04848.1.2： 出丹a陽。
kyomeishusei2015.04848.1.3： 和以銀a錫。
kyomeishusei2015.04848.1.4： 淸□□。
kyomeishusei2015.04848.1.5： □龍右a乕。
kyomeishusei2015.04848.1.6： 掌四a彭。
kyomeishusei2015.04848.1.7： 朱雀玄a武。
kyomeishusei2015.04849.1.1： 新銀治a竟。
kyomeishusei2015.04849.1.2： 子孫a具。
kyomeishusei2015.04849.1.3： 多賀君a家。
kyomeishusei2015.04849.1.4： 受大a福。
kyomeishusei2015.04849.1.5： 位至公a卿。
kyomeishusei2015.04849.1.6： 脩祿a食。
kyomeishusei2015.04849.1.7： 幸得時a年。
kyomeishusei2015.04849.1.8： 獲嘉a德。
kyomeishusei2015.04849.1.9： 傳之後a世。
kyomeishusei2015.04849.1.10： 樂無a亟。
kyomeishusei2015.04850.1.1： 新興辟a雍。
kyomeishusei2015.04850.1.2： 建明a堂。
kyomeishusei2015.04850.1.3： 然于擧a士。
kyomeishusei2015.04850.1.4： 列矦a王。
kyomeishusei2015.04850.1.5： 將軍令a尹。
kyomeishusei2015.04850.1.6： 民戶a行。
kyomeishusei2015.04850.1.7： 諸生萬a舍。
kyomeishusei2015.04850.1.8： 左□□。
kyomeishusei2015.04851.1.1： 作佳竟a哉。
kyomeishusei2015.04851.1.2： 眞大a好。
kyomeishusei2015.04851.1.3： 上有仙a人。
kyomeishusei2015.04851.1.4： 不知a老。
kyomeishusei2015.04851.1.5： 渴飮澧a泉。
kyomeishusei2015.04851.1.6： 飢食a棗。
kyomeishusei2015.04851.1.7： 游浮天a下。
kyomeishusei2015.04851.1.8： 敖四a海。
kyomeishusei2015.04851.1.9： 壽敞金a石。
kyomeishusei2015.04851.1.10： 爲國a保。
kyomeishusei2015.04852.1.1： 作佳a竟兮。
kyomeishusei2015.04852.1.2： 眞大a好。
kyomeishusei2015.04852.1.3： 上有仙a人。
kyomeishusei2015.04852.1.4： 不知a老。
kyomeishusei2015.04852.1.5： □□□a泉。
kyomeishusei2015.04852.1.6： □食a棗。
kyomeishusei2015.04852.1.7： 壽而金a石。
kyomeishusei2015.04852.1.8： 爲國a保。
kyomeishusei2015.04853.1.1： □作明a竟。
kyomeishusei2015.04853.1.2： 佳且a好。
kyomeishusei2015.04853.1.3： 明而日□。
kyomeishusei2015.04853.1.4： 世少a有。
kyomeishusei2015.04853.1.5： 刻治分a守。
kyomeishusei2015.04853.1.6： 悉皆■。
kyomeishusei2015.04854.1.1： 上方作a竟。
kyomeishusei2015.04854.1.2： 佳且a好。
kyomeishusei2015.04854.1.3： 明而日a月。
kyomeishusei2015.04854.1.4： 世少a有。
kyomeishusei2015.04854.1.5： 大富a貴。
kyomeishusei2015.04854.1.6： 冝孫a子。
kyomeishusei2015.04854.1.7： 大吉a陽兮。
kyomeishusei2015.04855.1.1： 尚方作a竟。
kyomeishusei2015.04855.1.2： 眞大毋a傷。
kyomeishusei2015.04855.1.3： 巧工a刻之。
kyomeishusei2015.04855.1.4： 成文a章。
kyomeishusei2015.04855.1.5： 左龍右a乕。
kyomeishusei2015.04855.1.6： 辟不a羊。
kyomeishusei2015.04855.1.7： 朱雀玄a武。
kyomeishusei2015.04855.1.8： 順陰a陽。
kyomeishusei2015.04855.1.9： 長保二a親。
kyomeishusei2015.04855.1.10： 貴富a昌。
kyomeishusei2015.04855.1.11： 如王a矦兮。
kyomeishusei2015.04856.1.1： 尚方作a竟。
kyomeishusei2015.04856.1.2： 眞大a巧。
kyomeishusei2015.04856.1.3： 上有山a人。
kyomeishusei2015.04856.1.4： 不知a老。
kyomeishusei2015.04856.1.5： 渴飮五a泉兮。
kyomeishusei2015.04857.1.1： 尚方作a竟。
kyomeishusei2015.04857.1.2： 大毋a傷。
kyomeishusei2015.04857.1.3： 巧工a刻之。
kyomeishusei2015.04857.1.4： 成a文兮。
kyomeishusei2015.04858.1.1： 尚方作a竟。
kyomeishusei2015.04858.1.2： 眞大a巧。
kyomeishusei2015.04858.1.3： 上有仙a人。
kyomeishusei2015.04858.1.4： 不知a老。
kyomeishusei2015.04858.1.5： 渴飮玉a泉。
kyomeishusei2015.04858.1.6： 飢食a棗。
kyomeishusei2015.04858.1.7： □□□□。
kyomeishusei2015.04859.1.1： 尚方作a竟。
kyomeishusei2015.04859.1.2： 眞大a巧。
kyomeishusei2015.04859.1.3： 上有仙a人。
kyomeishusei2015.04859.1.4： 不知a老。
kyomeishusei2015.04859.1.5： 渴飮玉a泉。
kyomeishusei2015.04859.1.6： 飢食a棗。
kyomeishusei2015.04859.1.7： 浮□a天。
kyomeishusei2015.04860.1.1： 尚方作a竟。
kyomeishusei2015.04860.1.2： 眞大□。
kyomeishusei2015.04860.1.3： 上有仙a人。
kyomeishusei2015.04860.1.4： 不知a老。
kyomeishusei2015.04860.1.5： 渴飮玉a泉。
kyomeishusei2015.04860.1.6： 飢食a棗。
kyomeishusei2015.04860.1.7： 浮由天a下。
kyomeishusei2015.04861.1.1： 尚方作a竟。
kyomeishusei2015.04861.1.2： 眞大a巧。
kyomeishusei2015.04861.1.3： 上有仙a人。
kyomeishusei2015.04861.1.4： 不知a老。
kyomeishusei2015.04861.1.5： a渴兮。
kyomeishusei2015.04862.1.1： 龍氏作a竟。
kyomeishusei2015.04862.1.2： 四夷a服。
kyomeishusei2015.04862.1.3： 多賀君a家。
kyomeishusei2015.04862.1.4： 人民a息。
kyomeishusei2015.04862.1.5： 胡虜除a滅。
kyomeishusei2015.04862.1.6： 天下a復。
kyomeishusei2015.04862.1.7： 風雨時a節。
kyomeishusei2015.04862.1.8： 五穀a孰。
kyomeishusei2015.04862.1.9： 官位尊a顯。
kyomeishusei2015.04862.1.10： 蒙祿a食。
kyomeishusei2015.04862.1.11： 長保二親a力。
kyomeishusei2015.04863.1.1： 龍氏作a竟。
kyomeishusei2015.04863.1.2： 四夷a服。
kyomeishusei2015.04863.1.3： 多賀君a家。
kyomeishusei2015.04863.1.4： 人民a息。
kyomeishusei2015.04863.1.5： 胡羌除a滅。
kyomeishusei2015.04863.1.6： 天下a復。
kyomeishusei2015.04863.1.7： 風雨時a節。
kyomeishusei2015.04863.1.8： a五。
kyomeishusei2015.04863.1.9： 官位尊a顯。
kyomeishusei2015.04863.1.10： 蒙祿a食。
kyomeishusei2015.04863.1.11： 長保二a親。
kyomeishusei2015.04863.1.12： 樂無a已。
kyomeishusei2015.04864.1.1： 龍氏作a竟。
kyomeishusei2015.04864.1.2： 四夷a服。
kyomeishusei2015.04864.1.3： 多賀國a家。
kyomeishusei2015.04864.1.4： 人民a息。
kyomeishusei2015.04864.1.5： 胡虜除a滅。
kyomeishusei2015.04864.1.6： 天□。
kyomeishusei2015.04865.1.1： 騶氏作a鏡。
kyomeishusei2015.04865.1.2： 四夷a服。
kyomeishusei2015.04865.1.3： 多賀國a家。
kyomeishusei2015.04865.1.4： 人民a息。
kyomeishusei2015.04865.1.5： 胡虜殄a滅。
kyomeishusei2015.04865.1.6： 天下a復。
kyomeishusei2015.04865.1.7： 風雨時a節。
kyomeishusei2015.04865.1.8： 五穀a熟。
kyomeishusei2015.04865.1.9： 長保二a親。
kyomeishusei2015.04865.1.10： 得天a力。
kyomeishusei2015.04865.1.11： 傳告後a世。
kyomeishusei2015.04865.1.12： 樂無a亟兮。
kyomeishusei2015.04866.1.1： 張氏作a竟。
kyomeishusei2015.04866.1.2： 四夷a服。
kyomeishusei2015.04866.1.3： 多賀君a家。
kyomeishusei2015.04866.1.4： 人民a息。
kyomeishusei2015.04866.1.5： 官至三a公。
kyomeishusei2015.04866.1.6： 得天a福。
kyomeishusei2015.04866.1.7： 子孫備a具。
kyomeishusei2015.04866.1.8： 孝且a力。
kyomeishusei2015.04866.1.9： 樂無a亟兮。
kyomeishusei2015.04867.1.1： 靑盖作a竟。
kyomeishusei2015.04867.1.2： 四夷a服。
kyomeishusei2015.04867.1.3： 多賀國a家。
kyomeishusei2015.04867.1.4： 人民a息。
kyomeishusei2015.04867.1.5： 胡虜殄a滅。
kyomeishusei2015.04867.1.6： 天下a復。
kyomeishusei2015.04867.1.7： 風雨時a節。
kyomeishusei2015.04867.1.8： 五穀a熟。
kyomeishusei2015.04867.1.9： 長保二a親。
kyomeishusei2015.04867.1.10： 得天□。
kyomeishusei2015.04868.1.1： 靑盖作a竟。
kyomeishusei2015.04868.1.2： 自有a紀。
kyomeishusei2015.04868.1.3： 辟去不a祥。
kyomeishusei2015.04868.1.4： 冝古a市。
kyomeishusei2015.04868.1.5： 長保二a親。
kyomeishusei2015.04868.1.6： 利孫a子。
kyomeishusei2015.04868.1.7： 爲吏高a官。
kyomeishusei2015.04868.1.8： 壽命a久。
kyomeishusei2015.04869.1.1： 靑a盖。
kyomeishusei2015.04870.1.1： 三羊作a竟。
kyomeishusei2015.04870.1.2： 四夷a服。
kyomeishusei2015.04870.1.3： 胡虜放a滅。
kyomeishusei2015.04870.1.4： 天下a復。
kyomeishusei2015.04870.1.5： 多賀百a姓。
kyomeishusei2015.04870.1.6： 人民a息。
kyomeishusei2015.04870.1.7： 風雨時a節。
kyomeishusei2015.04870.1.8： 五穀a熟。
kyomeishusei2015.04870.1.9： 長保a親。
kyomeishusei2015.04870.1.10： 樂未a央。
kyomeishusei2015.04870.1.11： 冝矦a王兮。
kyomeishusei2015.04871.1.1： 靑勝作a竟。
kyomeishusei2015.04871.1.2： 四夷a服。
kyomeishusei2015.04871.1.3： 多賀國a家。
kyomeishusei2015.04871.1.4： 人民a息。
kyomeishusei2015.04871.1.5： 胡虜殄a滅。
kyomeishusei2015.04871.1.6： 天下a復兮。
kyomeishusei2015.04872.1.1： 秦氏作a竟。
kyomeishusei2015.04872.1.2： □家□□。
kyomeishusei2015.04872.1.3： □□□。
kyomeishusei2015.04872.1.4： 冝□□。
kyomeishusei2015.04873.1.1： 靑■行□命□信左□□□a左。
kyomeishusei2015.04875.1.1： 漢有善a銅。
kyomeishusei2015.04875.1.2： 出丹a陽。
kyomeishusei2015.04875.1.3： 和巳銀a錫。
kyomeishusei2015.04875.1.4： 淸且a明。
kyomeishusei2015.04875.1.5： 左龍右乕a竟。
kyomeishusei2015.04876.1.1： 漢有善a銅。
kyomeishusei2015.04876.1.2： 出丹a陽。
kyomeishusei2015.04876.1.3： □和□□。
kyomeishusei2015.04876.1.4： □□a且。
kyomeishusei2015.04877.1.1： 漢有善a銅。
kyomeishusei2015.04877.1.2： 出丹a陽。
kyomeishusei2015.04877.1.3： 和以銀a錫。
kyomeishusei2015.04877.1.4： 淸且a明。
kyomeishusei2015.04877.1.5： 左龍右a乕。
kyomeishusei2015.04878.1.1： 漢有善a銅。
kyomeishusei2015.04878.1.2： 出丹a陽。
kyomeishusei2015.04878.1.3： 取之爲a鏡。
kyomeishusei2015.04878.1.4： 淸如a明。
kyomeishusei2015.04878.1.5： 左龍右a乕。
kyomeishusei2015.04878.1.6： 備亖a旁。
kyomeishusei2015.04879.1.1： 新有善a銅。
kyomeishusei2015.04879.1.2： 出丹a陽。
kyomeishusei2015.04879.1.3： 和以銀a錫。
kyomeishusei2015.04879.1.4： 淸且a明。
kyomeishusei2015.04879.1.5： 右a乕。
kyomeishusei2015.04879.1.6： 掌亖a彭。
kyomeishusei2015.04879.1.7： 未□。
kyomeishusei2015.04880.1.1： 餘造明a竟。
kyomeishusei2015.04880.1.2： 服者□□4 方格×2 a字。
kyomeishusei2015.04881.1.1： 吾作明a竟。
kyomeishusei2015.04881.1.2： 幽湅三a商。
kyomeishusei2015.04881.1.3： 長冝■。
kyomeishusei2015.04882.1.1： 吾作明a竟。
kyomeishusei2015.04883.1.1： □作a竟。
kyomeishusei2015.04883.1.2： 眞大□。
kyomeishusei2015.04883.1.3： 冝子□。
kyomeishusei2015.04884.1.1： 長冝子a孫。
kyomeishusei2015.04884.1.2： □□□□。
kyomeishusei2015.04885.1.1： 子丑寅卯辰巳午未申酉戌a亥］。
kyomeishusei2015.04886.1.1： 日利大a萬。
kyomeishusei2015.04887.1.1： 昭□明a竟。
kyomeishusei2015.04887.1.2： 人快a意。
kyomeishusei2015.04887.1.3： 左龍右a乕。
kyomeishusei2015.04887.1.4： 亖時a置。
kyomeishusei2015.04887.1.5： 常保二a親。
kyomeishusei2015.04887.1.6： 樂毋a事。
kyomeishusei2015.04887.1.7： 長冝子a孫。
kyomeishusei2015.04887.1.8： 家大a富。
kyomeishusei2015.04887.1.9： 與君相a保。
kyomeishusei2015.04887.1.10： 常相a意。
kyomeishusei2015.04888.1.1： 五a朱。
kyomeishusei2015.04889.1.1： □年益a壽。
kyomeishusei2015.04889.1.2： 大樂□□。
kyomeishusei2015.04890.1.1： 長冝官a位。
kyomeishusei2015.04891.1.1： 長冝高a官。
kyomeishusei2015.04892.1.1： 君冝高a官。
kyomeishusei2015.04893.1.1： 君冝高a官。
kyomeishusei2015.04894.1.1： 君冝高a官。
kyomeishusei2015.04895.1.1： 君冝高a官。
kyomeishusei2015.04895.1.2： 上”君冝”。
kyomeishusei2015.04895.1.3： 下”高官”。
kyomeishusei2015.04896.1.1： □冝高a官。
kyomeishusei2015.04896.1.2： 4 方格×1 a字。
kyomeishusei2015.04897.1.1： 高a官。
kyomeishusei2015.04897.1.2： 上”高”。
kyomeishusei2015.04897.1.3： 下”官”。
kyomeishusei2015.04898.1.1： 位至三a公。
kyomeishusei2015.04899.1.1： 位至三a公。
