kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.06406.1.1： 靑頭虎。
kyomeishusei2015.06406.1.2： 朱a鳥。
kyomeishusei2015.06406.1.3： 靑龍帛師。
kyomeishusei2015.06407.1.1： 忠臣。
kyomeishusei2015.06407.1.2： 西王a母。
kyomeishusei2015.06407.1.3： 侍女兮。
kyomeishusei2015.06407.1.4： 東王a公。
kyomeishusei2015.06408.1.1： 兩玉女朱師作。
kyomeishusei2015.06408.1.2： 女m騎兮。
kyomeishusei2015.06409.1.1： 池氏作竟。
kyomeishusei2015.06409.1.2： 大毋a易。
kyomeishusei2015.06409.1.3： □□不上。
kyomeishusei2015.06409.1.4： 去不a羊。
kyomeishusei2015.06409.1.5： 長保二親。
kyomeishusei2015.06409.1.6： 宜矦a王兮。
kyomeishusei2015.06410.1.1： 東王公三玉女。
kyomeishusei2015.06410.1.2： 西王a母。
kyomeishusei2015.06410.1.3： 白虎。
kyomeishusei2015.06411.1.1： 周氏作竟。
kyomeishusei2015.06411.1.2： 四夷a服。
kyomeishusei2015.06411.1.3： 多賀國家。
kyomeishusei2015.06411.1.4： 人民a息。
kyomeishusei2015.06411.1.5： 胡虜殄滅。
kyomeishusei2015.06411.1.6： 天下a復。
kyomeishusei2015.06411.1.7： 風雨時節。
kyomeishusei2015.06411.1.8： 五穀a孰。
kyomeishusei2015.06411.1.9： 長保二親。
kyomeishusei2015.06411.1.10： 得天a力。
kyomeishusei2015.06411.1.11： 傳告後世。
kyomeishusei2015.06411.1.12： 樂無a亟兮。
kyomeishusei2015.06412.1.1： 仙人騎羊。
kyomeishusei2015.06412.1.2： 王a公。
kyomeishusei2015.06413.1.1： 仙人。
kyomeishusei2015.06413.1.2： 山a人。
kyomeishusei2015.06413.1.3： 公馬。
kyomeishusei2015.06413.1.4： 西王母a車。
kyomeishusei2015.06414.1.1： 東王公。
kyomeishusei2015.06414.1.2： 玉a女。
kyomeishusei2015.06414.1.3： 西王母。
kyomeishusei2015.06415.1.1： 田氏作竟。
kyomeishusei2015.06415.1.2： 四夷a服。
kyomeishusei2015.06415.1.3： 多賀國家。
kyomeishusei2015.06415.1.4： 人民a息。
kyomeishusei2015.06415.1.5： 胡虜殄滅。
kyomeishusei2015.06415.1.6： 天下a復。
kyomeishusei2015.06415.1.7： 風雨時節。
kyomeishusei2015.06415.1.8： 五穀a孰。
kyomeishusei2015.06415.1.9： 長保二親。
kyomeishusei2015.06416.1.1： 田氏作竟。
kyomeishusei2015.06416.1.2： 四夷a服。
kyomeishusei2015.06416.1.3： 多賀國家。
kyomeishusei2015.06416.1.4： 人民a息。
kyomeishusei2015.06416.1.5： 胡虜殄滅。
kyomeishusei2015.06416.1.6： 天下a復。
kyomeishusei2015.06416.1.7： 風雨時節。
kyomeishusei2015.06416.1.8： 五穀a孰。
kyomeishusei2015.06417.1.1： 上大仙兮。
kyomeishusei2015.06417.1.2： 神仙a左。
kyomeishusei2015.06417.1.3： 東王公。
kyomeishusei2015.06417.1.4： 西王a母。
kyomeishusei2015.06417.1.5： 人四仙兮。
kyomeishusei2015.06417.1.6： 侍左a右。
kyomeishusei2015.06417.1.7： 雲中鼓吹。
kyomeishusei2015.06417.1.8： □七a樣。
kyomeishusei2015.06417.1.9： 連倚洛澤。
kyomeishusei2015.06417.1.10： 上華a仙。
kyomeishusei2015.06417.1.11： 杜氏所作。
kyomeishusei2015.06418.1.1： 周是作竟。
kyomeishusei2015.06418.1.2： 四夷a服。
kyomeishusei2015.06418.1.3： 多賀國家。
kyomeishusei2015.06418.1.4： 人民a息。
kyomeishusei2015.06418.1.5： 胡虜殄滅。
kyomeishusei2015.06418.1.6： 天下a復。
kyomeishusei2015.06418.1.7： 風雨時節。
kyomeishusei2015.06418.1.8： 五穀a孰。
kyomeishusei2015.06418.1.9： 長保二親。
kyomeishusei2015.06418.1.10： 得天a力。
kyomeishusei2015.06418.1.11： 傳告后世兮。
kyomeishusei2015.06419.1.1： 劉氏作竟。
kyomeishusei2015.06419.1.2： 佳且a好。
kyomeishusei2015.06419.1.3： 上有東王父。
kyomeishusei2015.06419.1.4： 西王a母。
kyomeishusei2015.06419.1.5： 令人宜子孫。
kyomeishusei2015.06419.1.6： 大吉a昌兮。
kyomeishusei2015.06420.1.1： 杜氏作鏡。
kyomeishusei2015.06420.1.2： 世少a有。
kyomeishusei2015.06420.1.3： 鳳黃馭車。
kyomeishusei2015.06420.1.4： 從九a子。
kyomeishusei2015.06420.1.5： 仙人騎馬。
kyomeishusei2015.06420.1.6： 侍左a右。
kyomeishusei2015.06420.1.7： 居常富樂。
kyomeishusei2015.06420.1.8： 多孫a子。
kyomeishusei2015.06420.1.9： 男當封矦。
kyomeishusei2015.06420.1.10： 女王a婦。
kyomeishusei2015.06420.1.11： 廣宗世兮。
kyomeishusei2015.06421.1.1： 杜氏宜車馬。
kyomeishusei2015.06422.1.1： 玉女。
kyomeishusei2015.06422.1.2： 東王a公。
kyomeishusei2015.06423.1.1： 東王公。
kyomeishusei2015.06423.1.2： 盤β舞。
kyomeishusei2015.06424.1.1： 周是作竟。
kyomeishusei2015.06424.1.2： 四夷a服。
kyomeishusei2015.06424.1.3： 多賀家。
kyomeishusei2015.06424.1.4： 人民a息。
kyomeishusei2015.06424.1.5： 胡虜殄滅。
kyomeishusei2015.06424.1.6： 天下a復。
kyomeishusei2015.06424.1.7： 風雨時節。
kyomeishusei2015.06424.1.8： 五穀a孰。
kyomeishusei2015.06424.1.9： 長保二親。
kyomeishusei2015.06424.1.10： 得天a力。
kyomeishusei2015.06424.1.11： 傳告后世。
kyomeishusei2015.06424.1.12： 樂無a亟。
kyomeishusei2015.06424.1.13： 此竟宜子孫。
kyomeishusei2015.06425.1.1： 周氏作竟。
kyomeishusei2015.06425.1.2： 四夷a服。
kyomeishusei2015.06425.1.3： 多賀國家。
kyomeishusei2015.06425.1.4： 人民a息。
kyomeishusei2015.06425.1.5： 胡虜殄滅。
kyomeishusei2015.06425.1.6： 天下a復。
kyomeishusei2015.06425.1.7： 風雨時節。
kyomeishusei2015.06425.1.8： 五穀a孰。
kyomeishusei2015.06425.1.9： 長保二親。
kyomeishusei2015.06425.1.10： 得天a力。
kyomeishusei2015.06425.1.11： 傳告後世。
kyomeishusei2015.06425.1.12： 樂無a亟兮。
kyomeishusei2015.06426.1.1： 騶氏作竟。
kyomeishusei2015.06426.1.2： 四夷a服。
kyomeishusei2015.06426.1.3： 多賀國家。
kyomeishusei2015.06426.1.4： 人民a息。
kyomeishusei2015.06426.1.5： 胡虜殄滅。
kyomeishusei2015.06426.1.6： 天a下。
kyomeishusei2015.06426.1.7： 風雨時節。
kyomeishusei2015.06426.1.8： 五穀a孰。
kyomeishusei2015.06426.1.9： 長保二親。
kyomeishusei2015.06426.1.10： 得天a力兮。
kyomeishusei2015.06426.1.11： 爲使高遷。
kyomeishusei2015.06427.1.1： 東王公。
kyomeishusei2015.06427.1.2： 玉女四山a人。
kyomeishusei2015.06427.1.3： 玉女。
kyomeishusei2015.06427.1.4： 天馬王a母。
kyomeishusei2015.06428.1.1： 吾作明竟。
kyomeishusei2015.06428.1.2： 幽凍三a商。
kyomeishusei2015.06428.1.3： 配像萬疆。
kyomeishusei2015.06428.1.4： 統德序a道。
kyomeishusei2015.06428.1.5： 敬奉賢良。
kyomeishusei2015.06428.1.6： 銅克無a極。
kyomeishusei2015.06428.1.7： 白牙擧樂。
kyomeishusei2015.06428.1.8： 衆華主a陽。
kyomeishusei2015.06428.1.9： 聖德光明。
kyomeishusei2015.06428.1.10： 富貴安a樂。
kyomeishusei2015.06428.1.11： 子孫番昌。
kyomeishusei2015.06428.1.12： 學者高a連。
kyomeishusei2015.06428.1.13： 士至公 卿。
kyomeishusei2015.06428.1.14： 其師命a長。
kyomeishusei2015.06429.1.1： 吾作明鏡。
kyomeishusei2015.06429.1.2： 幽湅三a商。
kyomeishusei2015.06429.1.3： 規矩無極。
kyomeishusei2015.06429.1.4： 配像a萬。
kyomeishusei2015.06429.1.5： 白牙樂神。
kyomeishusei2015.06429.1.6： 天禽見a衆。
kyomeishusei2015.06429.1.7： 容竝良九。
kyomeishusei2015.06429.1.8： 首陽威a員。
kyomeishusei2015.06429.1.9： 持銜剛維。
kyomeishusei2015.06429.1.10： 通距虛a空。
kyomeishusei2015.06429.1.11： 服者公卿。
kyomeishusei2015.06429.1.12： 賢奉良ιk駟。
kyomeishusei2015.06429.1.13： 富貴番昌。
kyomeishusei2015.06429.1.14： 曾年益a壽。
kyomeishusei2015.06429.1.15： 其師命長。
kyomeishusei2015.06429.1.16： 保二a親。
kyomeishusei2015.06429.1.17： 得天力。
kyomeishusei2015.06430.1.1： 吾作明竟。
kyomeishusei2015.06430.1.2： 幽湅三a商。
kyomeishusei2015.06430.1.3： 周亥無亟。
kyomeishusei2015.06430.1.4： 配象吉a羊。
kyomeishusei2015.06430.1.5： 白牙仙人。
kyomeishusei2015.06430.1.6： 王女三a王。
kyomeishusei2015.06430.1.7： 申中□□。
kyomeishusei2015.06430.1.8： 未上下□。
kyomeishusei2015.06430.1.9： 日非天力。
kyomeishusei2015.06430.1.10： □□□□。
kyomeishusei2015.06430.1.11： 立至三公。
kyomeishusei2015.06430.1.12： 其師命a長。
kyomeishusei2015.06431.1.1： 示惇作。
kyomeishusei2015.06432.1.1： 不明。
kyomeishusei2015.06433.1.1： 不明。
kyomeishusei2015.06434.1.1： 吾作明竟。
kyomeishusei2015.06434.1.2： 消湅玄a商。
kyomeishusei2015.06434.1.3： 周＊容象。
kyomeishusei2015.06434.1.4： 五帝天a皇。
kyomeishusei2015.06434.1.5： 白牙單琴。
kyomeishusei2015.06434.1.6： 黃帝除a兇。
kyomeishusei2015.06434.1.7： 朱鳥玄武。
kyomeishusei2015.06434.1.8： 白虎靑a龍。
kyomeishusei2015.06434.1.9： 君宜高官。
kyomeishusei2015.06434.1.10： 位至三a公。
kyomeishusei2015.06436.1.1： 吾作明竟。
kyomeishusei2015.06436.1.2： 眞大a工。
kyomeishusei2015.06436.1.3： 上有仙人。
kyomeishusei2015.06436.1.4： 不知a老。
kyomeishusei2015.06436.1.5： 東王父。
kyomeishusei2015.06436.1.6： 西王a母。
kyomeishusei2015.06437.1.1： 吾作明鏡。
kyomeishusei2015.06437.1.2： 幽湅三a商。
kyomeishusei2015.06437.1.3： 雕刻無極。
kyomeishusei2015.06437.1.4： 配像萬a疆。
kyomeishusei2015.06437.1.5： 衆神見容。
kyomeishusei2015.06437.1.6： 福祿是a從。
kyomeishusei2015.06437.1.7： 至公卿兮。
kyomeishusei2015.06437.1.8： 天禽竝a存。
kyomeishusei2015.06437.1.9： 富貴安樂。
kyomeishusei2015.06437.1.10： 子孫番a昌。
kyomeishusei2015.06437.1.11： 其師命長。
kyomeishusei2015.06438.1.1： 吾作明鏡。
kyomeishusei2015.06438.1.2： 幽湅三a商。
kyomeishusei2015.06438.1.3： 萬像配疆。
kyomeishusei2015.06438.1.4： 統德序a道。
kyomeishusei2015.06438.1.5： 衆神見容。
kyomeishusei2015.06438.1.6： 雕刻無a極。
kyomeishusei2015.06438.1.7： 百情竝存。
kyomeishusei2015.06438.1.8： 白牙擧a樂。
kyomeishusei2015.06438.1.9： 衆□主陽。
kyomeishusei2015.06438.1.10： 學者高a連。
kyomeishusei2015.06438.1.11： 曾年益壽。
kyomeishusei2015.06438.1.12： 富貴安a樂。
kyomeishusei2015.06438.1.13： 子孫番 昌。
kyomeishusei2015.06438.1.14： 其師命a長。
kyomeishusei2015.06439.1： 不明
kyomeishusei2015.06440.1.1： 吾作明竟。
kyomeishusei2015.06440.1.2： 幽湅三a商。
kyomeishusei2015.06440.1.3： 周刻萬畺。
kyomeishusei2015.06440.1.4： 白牙□□。
kyomeishusei2015.06440.1.5： 曾年益壽。
kyomeishusei2015.06440.1.6： 君宜大吉a富。
kyomeishusei2015.06441.1.1： 吾作明鏡。
kyomeishusei2015.06441.1.2： 幽湅三a商。
kyomeishusei2015.06441.1.3： 雕刻無極。
kyomeishusei2015.06441.1.4： 配像萬a疆。
kyomeishusei2015.06441.1.5： 伯牙擧樂。
kyomeishusei2015.06441.1.6： 衆神見a容。
kyomeishusei2015.06441.1.7： 天禽竝存。
kyomeishusei2015.06441.1.8： 福祿是a從。
kyomeishusei2015.06441.1.9： 富貴安寧。
kyomeishusei2015.06441.1.10： 子孫番a昌。
kyomeishusei2015.06441.1.11： 曾年益壽。
kyomeishusei2015.06441.1.12： 其師命a長。
kyomeishusei2015.06443.1.1： 吾作竟明。
kyomeishusei2015.06443.1.2： 幽湅商a三。
kyomeishusei2015.06443.1.3： 雕刻極無。
kyomeishusei2015.06443.1.4： 配象疆a萬。
kyomeishusei2015.06443.1.5： 白牙陳樂。
kyomeishusei2015.06443.1.6： 衆神見a容。
kyomeishusei2015.06443.1.7： 天禽四首。
kyomeishusei2015.06443.1.8： 福祿自a從。
kyomeishusei2015.06443.1.9： 曾年□□。
kyomeishusei2015.06443.1.10： 富貴□a安。
kyomeishusei2015.06443.1.11： 子孫番昌。
kyomeishusei2015.06443.1.12： 其師命a長。
kyomeishusei2015.06444.1.1： 吾作明竟。
kyomeishusei2015.06444.1.2： 幽湅三a剛。
kyomeishusei2015.06444.1.3： 如師命長。
kyomeishusei2015.06446.1.1： 不明。
kyomeishusei2015.06448.1.1： 吾作明鏡。
kyomeishusei2015.06448.1.2： 幽湅三a商。
kyomeishusei2015.06448.1.3： 周刻無亟。
kyomeishusei2015.06448.1.4： 配象萬a疆。
kyomeishusei2015.06448.1.5： 白牙奏樂。
kyomeishusei2015.06448.1.6： 衆神見a容。
kyomeishusei2015.06448.1.7： 天禽竝存。
kyomeishusei2015.06448.1.8： 福祿是a容。
kyomeishusei2015.06448.1.9： 富貴常至。
kyomeishusei2015.06448.1.10： 子孫潘a昌。
kyomeishusei2015.06449.1.1： 建安四方。
kyomeishusei2015.06449.1.2： 玄龜昭a鳥。
kyomeishusei2015.06449.1.3： 盖惟貨竟。
kyomeishusei2015.06449.1.4： 變巧名a工。
kyomeishusei2015.06449.1.5： 攻山采錫。
kyomeishusei2015.06449.1.6： 伐石索a同。
kyomeishusei2015.06449.1.7： 單火盧冶。
kyomeishusei2015.06449.1.8： 幽湅三a商。
kyomeishusei2015.06449.1.9： 似前日翟。
kyomeishusei2015.06449.1.10： 咅象月a明。
kyomeishusei2015.06449.1.11： 五帝昔□。
kyomeishusei2015.06450.1.1： 吾作明竟。
kyomeishusei2015.06450.1.2： 白天宮a商。
kyomeishusei2015.06450.1.3： 周□□□。
kyomeishusei2015.06450.1.4： 五帝天a皇。
kyomeishusei2015.06450.1.5： 白牙單琴。
kyomeishusei2015.06450.1.6： 黃牙元a凶。
kyomeishusei2015.06450.1.7： 朱鳥玄武。
kyomeishusei2015.06450.1.8： 白虎靑a龍。
kyomeishusei2015.06450.1.9： 君宜高官。
kyomeishusei2015.06450.1.10： 位至三a公。
kyomeishusei2015.06450.1.11： 子孫番昌。
kyomeishusei2015.06450.1.12： 建安八年a作。
kyomeishusei2015.06451.1.1： 此日昌方。
kyomeishusei2015.06451.1.2： 華□長a名。
kyomeishusei2015.06452.1.1： 此日昌方。
kyomeishusei2015.06452.1.2： 華□長a名。
kyomeishusei2015.06453.1.1： 大樂貴富。
kyomeishusei2015.06453.1.2： 千秋萬a歲。
kyomeishusei2015.06453.1.3： 宜酒食。
kyomeishusei2015.06454.1.1： 大樂貴富。
kyomeishusei2015.06454.1.2： 得所a喜。
kyomeishusei2015.06454.1.3： 千秋萬歲。
kyomeishusei2015.06454.1.4： 宜酒a食。
kyomeishusei2015.06455.1.1： 内淸質。
kyomeishusei2015.06455.1.2： 以昭a明。
kyomeishusei2015.06455.1.3： 光輝象。
kyomeishusei2015.06455.1.4： 夫日a月。
kyomeishusei2015.06455.1.5： 心忽揚。
kyomeishusei2015.06455.1.6： 而願a忠。
kyomeishusei2015.06455.1.7： 然壅塞。
kyomeishusei2015.06455.1.8： 而不a泄。
kyomeishusei2015.06456.1.1： 日有熹。
kyomeishusei2015.06456.1.2： 宜酒a食。
kyomeishusei2015.06456.1.3： 長貴富。
kyomeishusei2015.06456.1.4： 樂毋a事。
kyomeishusei2015.06457.1.1： 身無惌則。
kyomeishusei2015.06457.1.2： 始曰服a者。
kyomeishusei2015.06457.1.3： 樂壽志得。
kyomeishusei2015.06457.1.4： 與天無a極。
kyomeishusei2015.06458.1.1： 長相思。
kyomeishusei2015.06458.1.2： 毋相a忘。
kyomeishusei2015.06458.1.3： 長貴富。
kyomeishusei2015.06458.1.4： 樂未a央。
kyomeishusei2015.06459.1.1： 千秋萬歲。
kyomeishusei2015.06460.1.1： 淸浪銅華。
kyomeishusei2015.06460.1.2： 以爲a鏡。
kyomeishusei2015.06460.1.3： 昭察衣服。
kyomeishusei2015.06460.1.4： 觀容a貌。
kyomeishusei2015.06460.1.5： 絲組雜還。
kyomeishusei2015.06460.1.6： 以爲a信。
kyomeishusei2015.06460.1.7： 淸光乎。
kyomeishusei2015.06460.1.8： 宜佳a人。
kyomeishusei2015.06461.1.1： 絜精白。
kyomeishusei2015.06461.1.2： 事a君。
kyomeishusei2015.06461.1.3： 志驩。
kyomeishusei2015.06461.1.4： 之合a明。
kyomeishusei2015.06461.1.5： 彼玄錫。
kyomeishusei2015.06461.1.6： 之a澤。
kyomeishusei2015.06461.1.7： 而恐疏遠。
kyomeishusei2015.06461.1.8： 日a忘。
kyomeishusei2015.06461.1.9： 懷美。
kyomeishusei2015.06461.1.10： 之窮χf愷。
kyomeishusei2015.06461.1.11： 承觀。
kyomeishusei2015.06461.1.12： 之可a悅。
kyomeishusei2015.06461.1.13： 慕。
kyomeishusei2015.06461.1.14： a景。
kyomeishusei2015.06461.1.15： 之□而毋絕。
kyomeishusei2015.06462.1.1： 湅治鉛華。
kyomeishusei2015.06462.1.2： 淸而a明。
kyomeishusei2015.06462.1.3： 以之爲鏡。
kyomeishusei2015.06462.1.4： 而宜文a章。
kyomeishusei2015.06462.1.5： 延年益壽。
kyomeishusei2015.06462.1.6： 去不a羊。
kyomeishusei2015.06462.1.7： 與天無極。
kyomeishusei2015.06462.1.8： 如日月之a光。
kyomeishusei2015.06462.1.9： 千秋萬歲。
kyomeishusei2015.06462.1.10： a而兮。
kyomeishusei2015.06463.1.1： 湅治鉛華。
kyomeishusei2015.06463.1.2： 淸而a明。
kyomeishusei2015.06463.1.3： 以之爲鏡。
kyomeishusei2015.06463.1.4： 宜文a章。
kyomeishusei2015.06463.1.5： 延年益壽。
kyomeishusei2015.06463.1.6： 去不a羊。
kyomeishusei2015.06463.1.7： 與天無極。
kyomeishusei2015.06463.1.8： 如日月a光。
kyomeishusei2015.06463.1.9： 千秋萬歲。
kyomeishusei2015.06463.1.10： 長樂未a央。
kyomeishusei2015.06463.1.11： 宜。
kyomeishusei2015.06464.1.1： 内質夫。
kyomeishusei2015.06464.1.2： 以昭a明。
kyomeishusei2015.06464.1.3： 光輝象。
kyomeishusei2015.06464.1.4： 夫日a月。
kyomeishusei2015.06464.1.5： 心忽揚。
kyomeishusei2015.06464.1.6： 而願a忠。
kyomeishusei2015.06464.1.7： 塞。
kyomeishusei2015.06464.1.8： 不a泄。
kyomeishusei2015.06465.1.1： 内淸。
kyomeishusei2015.06465.1.2： 以昭a明。
kyomeishusei2015.06465.1.3： 光輝象。
kyomeishusei2015.06465.1.4： 夫日a月。
kyomeishusei2015.06465.1.5： 心忽揚。
kyomeishusei2015.06465.1.6： 而願a忠。
kyomeishusei2015.06465.1.7： 然雍塞。
kyomeishusei2015.06465.1.8： a泄。
kyomeishusei2015.06466.1.1： 冶淸華。
kyomeishusei2015.06466.1.2： 精皎a白。
kyomeishusei2015.06466.1.3： 坤惠芳。
kyomeishusei2015.06466.1.4： 承嘉a澤。
kyomeishusei2015.06466.1.5： 結徹願。
kyomeishusei2015.06466.1.6： 安彼a信。
kyomeishusei2015.06466.1.7： 耀流光。
kyomeishusei2015.06466.1.8： 付佳a人。
kyomeishusei2015.06467.1.1： 内淸質。
kyomeishusei2015.06467.1.2： 以昭a明。
kyomeishusei2015.06467.1.3： 光輝象。
kyomeishusei2015.06467.1.4： 夫日a月。
kyomeishusei2015.06467.1.5： 心忽。
kyomeishusei2015.06467.1.6： 而願a忠。
kyomeishusei2015.06467.1.7： 然雍塞。
kyomeishusei2015.06467.1.8： 而不a泄。
kyomeishusei2015.06468.1.1： 長宜子孫。
kyomeishusei2015.06469.1.1： 日有熹。
kyomeishusei2015.06469.1.2： 月有a富。
kyomeishusei2015.06469.1.3： 樂毋事。
kyomeishusei2015.06469.1.4： 宜酒a食。
kyomeishusei2015.06469.1.5： 居必安。
kyomeishusei2015.06469.1.6： 毋憂a患。
kyomeishusei2015.06469.1.7： 竽瑟侍兮。
kyomeishusei2015.06469.1.8： 心志a驩。
kyomeishusei2015.06469.1.9： 樂已茂兮。
kyomeishusei2015.06469.1.10： 固常a然。
kyomeishusei2015.06470.1.1： 子丑寅卯辰巳午未申酉戌亥］。
kyomeishusei2015.06470.1.2： 大泉五十ｘ2 箇a所。
kyomeishusei2015.06471.1.1： 昭容貌。
kyomeishusei2015.06471.1.2： 身萬a泉。
kyomeishusei2015.06471.1.3： 見衣服。
kyomeishusei2015.06471.1.4： 好可a觀。
kyomeishusei2015.06471.1.5： 宜佳人。
kyomeishusei2015.06471.1.6： 心意a歡。
kyomeishusei2015.06471.1.7： 長吳忘。
kyomeishusei2015.06471.1.8： 固常a然。
kyomeishusei2015.06472.1.1： 新家作竟。
kyomeishusei2015.06472.1.2： 眞毋a傷。
kyomeishusei2015.06472.1.3： 巧工刻之。
kyomeishusei2015.06472.1.4： 成文a章。
kyomeishusei2015.06472.1.5： 左龍右虎。
kyomeishusei2015.06472.1.6： 辟不a祥。
kyomeishusei2015.06472.1.7： 朱鳥玄武。
kyomeishusei2015.06472.1.8： 順陰a陽。
kyomeishusei2015.06472.1.9： 子孫備具。
kyomeishusei2015.06472.1.10： 居中a央。
kyomeishusei2015.06472.1.11： 上有仙人。
kyomeishusei2015.06472.1.12： 以爲a常。
kyomeishusei2015.06472.1.13： 長保二親。
kyomeishusei2015.06472.1.14： 樂富a昌。
kyomeishusei2015.06472.1.15： 壽敝今石。
kyomeishusei2015.06472.1.16： 如矦a王。
kyomeishusei2015.06472.1.17： 宜馬牛羊。
kyomeishusei2015.06473.1.1： 黃帝冶竟。
kyomeishusei2015.06473.1.2： 四夷a服。
kyomeishusei2015.06473.1.3： 多賀新家。
kyomeishusei2015.06473.1.4： 人民a息。
kyomeishusei2015.06473.1.5： 官位尊顯。
kyomeishusei2015.06473.1.6： 天下a復。
kyomeishusei2015.06473.1.7： 幸逢時年。
kyomeishusei2015.06473.1.8： 五穀a孰。
kyomeishusei2015.06473.1.9： 上有龍虎。
kyomeishusei2015.06473.1.10： 亖時a宜。
kyomeishusei2015.06473.1.11： 長保二親。
kyomeishusei2015.06473.1.12： 子孫a力。
kyomeishusei2015.06473.1.13： 傳告後世。
kyomeishusei2015.06473.1.14： 樂毋a極兮。
kyomeishusei2015.06474.1.1： 昭容貌。
kyomeishusei2015.06474.1.2： 身萬a全。
kyomeishusei2015.06474.1.3： 象衣服。
kyomeishusei2015.06474.1.4： 好可a觀。
kyomeishusei2015.06474.1.5： 宜佳人。
kyomeishusei2015.06474.1.6： 心意a歡。
kyomeishusei2015.06474.1.7： 長虞志。
kyomeishusei2015.06474.1.8： 固常a然。
kyomeishusei2015.06474.1.9： 葆子孫。
kyomeishusei2015.06475.1.1： 尙方御竟。
kyomeishusei2015.06475.1.2： 大毋a傷。
kyomeishusei2015.06475.1.3： 巧工刻之。
kyomeishusei2015.06475.1.4： 成文a章。
kyomeishusei2015.06475.1.5： 左龍右虎。
kyomeishusei2015.06475.1.6： 辟不a羊。
kyomeishusei2015.06475.1.7： 朱鳥玄武。
kyomeishusei2015.06475.1.8： 順陰a陽。
kyomeishusei2015.06475.1.9： 子孫備具。
kyomeishusei2015.06475.1.10： 居中a央。
kyomeishusei2015.06475.1.11： 長保二親。
kyomeishusei2015.06475.1.12： 樂富a昌。
kyomeishusei2015.06475.1.13： 壽敝金石。
kyomeishusei2015.06475.1.14： 如矦a王。
kyomeishusei2015.06476.1.1： 上頤漢有名同。
kyomeishusei2015.06476.1.2： 出丹a陽。
kyomeishusei2015.06476.1.3： 以之爲竟。
kyomeishusei2015.06476.1.4： 宜文a章。
kyomeishusei2015.06476.1.5： 左龍右虎。
kyomeishusei2015.06476.1.6： 主四a旁。
kyomeishusei2015.06476.1.7： 朱爵玄武。
kyomeishusei2015.06476.1.8： 順陰a陽。
kyomeishusei2015.06476.1.9： 八子九孫。
kyomeishusei2015.06476.1.10： 治中a央。
kyomeishusei2015.06477.1.1： 桼言之始。
kyomeishusei2015.06477.1.2： 自有a紀。
kyomeishusei2015.06477.1.3： 湅治銅錫。
kyomeishusei2015.06477.1.4： 去其a滓。
kyomeishusei2015.06477.1.5： 辟除不詳。
kyomeishusei2015.06477.1.6： 宜古a市。
kyomeishusei2015.06477.1.7： 長保二親。
kyomeishusei2015.06477.1.8： 利孫a子。
kyomeishusei2015.06477.1.9： 辟如□衆。
kyomeishusei2015.06477.1.10： 樂無a已。
kyomeishusei2015.06477.1.11： 壽敝金石。
kyomeishusei2015.06477.1.12： 先王a母。
kyomeishusei2015.06478.1.1： 延年益壽。
kyomeishusei2015.06478.1.2： 長樂貴a富。
kyomeishusei2015.06479.1.1： 漢有善銅。
kyomeishusei2015.06479.1.2： 出丹a陽。
kyomeishusei2015.06479.1.3： 取之爲竟。
kyomeishusei2015.06479.1.4： 淸且明左龍右a虎。
kyomeishusei2015.06480.1.1： 尙方御竟。
kyomeishusei2015.06480.1.2： 大毋a傷。
kyomeishusei2015.06480.1.3： 左龍右虎。
kyomeishusei2015.06480.1.4： 辟不a羊。
kyomeishusei2015.06480.1.5： 鳥朱玄武。
kyomeishusei2015.06480.1.6： 順陰a陽。
kyomeishusei2015.06480.1.7： 子孫備具。
kyomeishusei2015.06480.1.8： 居中a央。
kyomeishusei2015.06480.1.9： 壽敝今石。
kyomeishusei2015.06480.1.10： 如矦a王。
kyomeishusei2015.06480.1.11： 富貴昌兮。
kyomeishusei2015.06481.1.1： 雕刻冶鏡。
kyomeishusei2015.06481.1.2： 日月b精。
kyomeishusei2015.06481.1.3： 考于五德。
kyomeishusei2015.06481.1.4： 商羽b聲。
kyomeishusei2015.06481.1.5： 天地和合。
kyomeishusei2015.06481.1.6： 子孫b成。
kyomeishusei2015.06481.1.7： 壽主毋極。
kyomeishusei2015.06481.1.8： 永以b寧。
kyomeishusei2015.06481.1.9： 長相保有。
kyomeishusei2015.06481.1.10： 富貴b榮。
kyomeishusei2015.06482.1.1： 長宜子孫。
kyomeishusei2015.06483.1.1： 上大山。
kyomeishusei2015.06483.1.2： 見仙a人。
kyomeishusei2015.06483.1.3： 食玉英。
kyomeishusei2015.06483.1.4： 飮澧a泉。
kyomeishusei2015.06483.1.5： 駕交龍。
kyomeishusei2015.06483.1.6： 乘浮a雲。
kyomeishusei2015.06483.1.7： 白虎引。
kyomeishusei2015.06483.1.8： 直上a天。
kyomeishusei2015.06483.1.9： 宜官秩。
kyomeishusei2015.06483.1.10： 葆子a孫。
kyomeishusei2015.06484.1.1： 上大山。
kyomeishusei2015.06484.1.2： 見仙a人。
kyomeishusei2015.06484.1.3： 食玉英。
kyomeishusei2015.06484.1.4： 飮澧a泉。
kyomeishusei2015.06484.1.5： 駕交龍。
kyomeishusei2015.06484.1.6： 乘浮a雲。
kyomeishusei2015.06484.1.7： 白虎引。
kyomeishusei2015.06484.1.8： 直上a天。
kyomeishusei2015.06484.1.9： 宜官秩。
kyomeishusei2015.06484.1.10： 葆子a孫。
